protein_id,length_aa,annotation_status,uniprot_id,subject_db_id,description,evalue,e_val,bitscore,identity_percent,identity_pct,query_coverage,query_coverage_pct,subject_coverage
ENA|BN000065|BN000065.1_predicted_orf_2808,53,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2809,34,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2810,52,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2811,37,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2812,33,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2813,38,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2814,232,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2815,48,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2816,60,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2817,91,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2818,60,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2819,32,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2820,63,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2821,36,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2822,100,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2823,32,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2824,42,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2825,66,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2826,79,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2827,33,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2828,54,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2829,34,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2830,69,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2831,53,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2832,36,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2833,37,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2834,34,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2835,43,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2836,57,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2837,37,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2838,48,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2839,40,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2840,46,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2841,61,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2842,58,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2843,45,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2844,45,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2845,52,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2846,31,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2847,36,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2848,50,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2849,32,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2850,30,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2851,53,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2852,52,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2853,49,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2854,64,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2855,36,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2856,37,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2857,51,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2858,37,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2859,44,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2860,66,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2861,38,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2862,51,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2863,67,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2864,37,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2865,57,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2866,31,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2867,33,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2868,69,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2869,37,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2870,60,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2871,38,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2872,53,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2873,92,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2874,33,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2875,49,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2876,130,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2877,105,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2878,43,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2879,74,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2880,37,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2881,36,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2882,37,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2883,75,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2884,96,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2885,39,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2886,89,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2887,51,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2888,48,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2889,46,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2890,33,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2891,36,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2892,41,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2893,50,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2894,32,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2895,104,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2896,50,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2897,54,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2898,38,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2899,31,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2900,30,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2901,34,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2902,32,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2903,31,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2904,67,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2905,120,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2906,32,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2907,44,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2908,76,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2909,32,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2910,34,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2911,59,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2912,61,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2913,83,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2914,46,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2915,80,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2916,31,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2917,38,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2918,75,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2919,30,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2920,51,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2921,36,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2922,48,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2923,44,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2924,58,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2925,52,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2926,31,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2927,37,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2928,63,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2929,37,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2930,72,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2931,55,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2932,37,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2933,65,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2934,31,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2935,60,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2936,134,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2937,84,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2938,46,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2939,44,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2940,33,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2941,40,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2942,86,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2943,32,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2944,33,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2945,47,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2946,39,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2947,57,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2948,73,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2949,55,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2950,48,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2951,45,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2952,36,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2953,42,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2954,35,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2955,50,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2956,106,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2957,37,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2958,112,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2959,68,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2960,51,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2961,50,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2962,42,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2963,37,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2964,49,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2965,67,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2966,32,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2967,33,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2968,80,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2969,47,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2970,102,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2971,99,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2972,88,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2973,57,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2974,108,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2975,48,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2976,52,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2977,32,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2978,113,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2979,39,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2980,95,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2981,55,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2982,79,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2983,82,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2984,48,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2985,30,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2986,39,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2987,34,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2988,72,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2989,31,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2990,57,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2991,34,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2992,45,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2993,31,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2994,58,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2995,73,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2996,66,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2997,30,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2998,56,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_2999,34,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3000,33,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3001,42,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3002,57,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3003,32,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3004,38,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3005,57,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3006,62,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3007,158,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3008,79,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3009,111,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3010,39,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3011,47,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3012,36,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3013,31,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3014,55,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3015,101,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3016,33,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3017,43,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3018,55,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3019,47,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3020,36,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3021,69,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3022,36,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3023,50,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3024,79,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3025,57,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3026,78,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3027,161,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3028,41,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3029,47,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3030,50,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3031,41,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3032,48,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3033,41,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3034,48,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3035,33,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3036,38,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3037,52,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3038,32,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3039,64,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3040,33,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3041,39,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3042,57,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3043,35,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3044,36,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3045,56,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3046,32,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3047,32,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3048,57,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3049,64,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3050,145,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3051,37,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
